CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
H2CO03302,"BUERGER, COLIN",C,1,DEM,86190.95,0,86190.95,0,0,0,14971.45,0,20970,0,9331.01,0,50249.5,CO,03,,,,,,0,0,07/18/2022,363,0
H2CO03336,"YATES, SCOTT",C,1,DEM,85240.96,0,85240.96,0,0,0,0,68000,0,47683.48,0,0,16095,CO,03,,,,,,0,0,05/03/2022,0,0
H2CO03351,"FRISCH, ADAM",C,1,DEM,4333494.53,0,3571884.81,0,0,761609.72,0,2215000,0,1500000,0,715000,2102579.88,CO,03,,,,,,15500,0,09/30/2022,3440,0
H8CO03192,"BUSH, DIANE MITSCH MS.",C,1,DEM,897.98,0,29352.97,0,28454.99,0,0,0,0,1000,0,0,0,CO,03,,,,,,0,0,04/21/2021,591.14,0
H8CO03234,"ROUTLEDGE, ROOT",C,1,DEM,590,0,935.16,0,345.16,0,0,590,0,0,0,6385.76,0,CO,03,,,,,,0,0,09/30/2022,0,0
H0CO03165,"BOEBERT, LAUREN",I,2,REP,6320410.32,511878.71,4752862.68,4756,356794.33,1924341.95,5,0,0,0,0,0,5686108.63,CO,03,,,,,,77794.5,0,09/30/2022,45531.05,2900
H2CO03260,"ZIMMERMAN, MARINA",C,2,REP,51286.62,0,42385.03,0,0,8901.59,27479.4,2736,0,0,0,2736,21071.22,CO,03,,,,,,0,0,03/31/2022,215,0
H2CO03328,"CORAM, DON",C,2,REP,256505.6,0,210001.2,0,0,46504.4,0,0,0,0,0,0,254005.6,CO,03,,,,,,2500,0,06/30/2022,0,0
H6CO03139,"TIPTON, SCOTT R.",I,2,REP,0,0,27523.16,0,385998.04,368828.59,0,0,0,0,0,0,0,CO,03,,,,,,0,0,06/30/2022,0,0
H2CO03310,"SKOWRONSKI, KRISTIN ELISE",C,3,IND,5000,0,4953.78,0,0,46.22,5000,0,0,0,0,0,0,CO,03,,,,,,0,0,03/31/2022,0,0
H0CO04197,"MCCORKLE, ISAAC IAN",C,1,DEM,171870.59,0,207683.77,1570,152472.95,116659.77,0,2400,0,1000,0,5270.8,168537.2,CO,04,,,,,,0,0,09/30/2022,100,0
H0CO04122,"GARDNER, CORY",C,2,REP,28140.92,20800.43,79357.32,0,1049344.21,998127.81,0,0,0,0,0,0,-3488.36,CO,04,,,,,,0,0,09/30/2022,5615,0
H2CO04151,"LEWIS, BOB",C,2,REP,42710,0,42710,0,0,0,0,5070,0,5070,0,0,37640,CO,04,,,,,,0,0,07/20/2022,0,0
H4CO04090,"BUCK, KENNETH R",I,2,REP,1394155.06,8332.82,1161116.16,0,290666.43,523705.33,0,0,0,0,0,0,987724.75,CO,04,,,,,,396383.75,0,09/30/2022,12010,5000
H2CO05141,"GOENAGA-TORRES, SANTIAGO DAVID",C,1,DEM,18614.22,0,11900.56,0,0,6713.66,2500,0,0,0,0,0,15214.22,CO,05,,,,,,900,0,09/30/2022,0,0
H2CO05158,"DOWELL, JEREMY J",C,1,DEM,3096,0,2268.29,0,0,827.71,0,1028,0,0,0,1028,2068,CO,05,,,,,,0,0,12/31/2021,0,0
H2CO05190,"COLOMBE, MICHAEL CHRISTOPHER MR",C,1,DEM,32430,0,7079.8,0,3685.31,29383.56,8073.38,0,0,0,0,11200.33,13323.85,CO,05,,,,,,0,0,07/15/2022,0,0
H8CO05130,"SPAULDING, STEPHANY ROSE",C,1,DEM,606,0,606,0,0,0,606,0,0,0,0,0,0,CO,05,,,,,,0,0,12/31/2021,0,0
H0CO05152,"KELTIE, REBECCA",C,2,REP,12916.48,0,8994.23,0,0,3972.25,0,7000,0,0,0,7000,5916.48,CO,05,,,,,,0,0,06/08/2022,0,0
H2CO05216,"WILLIAMS, DAVID",C,2,REP,216456.61,0,215709.52,0,0,747.09,3005,100000,0,1008.58,0,98991.42,113451.61,CO,05,,,,,,0,0,09/30/2022,0,0
H2CO05240,"HEATON, ANDREW DAVID",C,2,REP,15185,0,13921.09,0,0,0,2000,0,0,0,0,12345.18,7385,CO,05,,,,,,0,5800,09/30/2022,0,0
H6CO05159,"LAMBORN, DOUGLAS",I,2,REP,465226.3,0,661939.61,0,428777.39,232064.08,0,0,0,0,0,0,216326.3,CO,05,,,,,,248900,0,09/30/2022,0,0
H2CO05182,"MITCHELL, CHRISTOPHER",C,3,CON,100,0,3.94,0,0,96.06,0,0,0,0,0,0,100,CO,05,,,,,,0,0,09/30/2022,0,0
H8CO05171,"MURPHY, MARCUS",C,3,UN,645.91,0,645.91,0,5013.13,5013.13,645.91,0,0,0,0,0,0,CO,05,,,,,,0,0,09/30/2021,0,0
H2CO00035,"HANEY, PERRY",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,168500,0,CO,06,,,,,,0,0,09/30/2022,0,0
H8CO06229,"CROW, JASON",I,1,DEM,2459396.58,47554.32,1831649.28,60000,1289004.76,1916752.06,0,0,0,0,0,0,2110303.41,CO,06,,,,,,281675,0,09/30/2022,22470,0
H8CO06294,"KULIKOWSKI, JAIMIE",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,CO,06,,,,,,0,0,03/29/2021,0,0
H0CO06119,"HOUSE, STEVEN",C,2,REP,0,0,1468.37,0,2011.53,543.16,0,0,0,0,0,63290.04,0,CO,06,,,,,,0,0,06/30/2021,0,0
H2CO06206,"SMITH, BRIAN",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CO,06,,,,,,0,0,03/31/2022,0,0
H2CO06214,"MONAHAN, STEVEN EDWARD",C,2,REP,195879.63,0,176095.27,0,0,19784.36,0,0,0,0,0,0,192979.63,CO,06,,,,,,2900,0,09/30/2022,0,0
H8CO06153,"ARMSTRONG, WILLIAM L III",O,2,REP,0,0,0,0,295.07,295.07,0,0,0,0,0,250000,0,CO,06,,,,,,0,0,09/30/2022,0,0
H2CO06180,"MULDER, ERIC",C,3,LIB,5045,0,3314.49,0,263.65,895.8,1405,0,0,0,0,0,3640,CO,06,,,,,,0,0,09/30/2022,0,0
H2CO07154,"FAUST, KYLE ALEXANDER",O,1,DEM,1000.96,0,372,0,0,628.96,1000,0,0,0,0,0,.96,CO,07,,,,,,0,0,04/05/2022,0,0
H6CO07023,"PERLMUTTER, EDWIN G",I,1,DEM,663563.71,0,987761.44,0,1053696.18,729498.45,0,0,0,0,0,0,217922.21,CO,07,,,,,,445000,0,09/30/2022,8300,27000
H8CO07045,"PETTERSEN, BRITTANY LOUISE MS.",O,1,DEM,2420629.97,106000,1593676.68,0,47833,874786.29,0,0,0,0,0,0,1812700.36,CO,07,,,,,,493875,5695.93,09/30/2022,4825,2000
H8CO07078,"MORENO, DOMINICK",C,1,DEM,0,0,2600,0,0,12286.3,0,0,0,0,0,0,0,CO,07,,,,,,0,0,09/30/2022,0,0
H0CO06101,"STOCKHAM, CASPER WESLEY",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CO,07,,,,,,0,0,03/31/2022,0,0
H2CO07162,"IMER, LAUREL ANNE",O,2,REP,88683.51,0,88399.74,0,0,283.77,826.75,0,0,0,0,0,86820.88,CO,07,,,,,,1035.88,0,09/30/2022,0,1035.88
H2CO07170,"AADLAND, ERIK",O,2,REP,1234318.32,144408.77,1167190.97,69126.87,0,67127.35,9621.32,144000,0,60000,0,84000,907923.56,CO,07,,,,,,20052.12,0,09/30/2022,1720,0
H2CO07196,"ANDERSEN, CARL E",O,2,REP,255114.01,0,264851.05,0,0,0,527.73,110000,0,110000,0,0,6070.28,CO,07,,,,,,0,0,09/30/2022,3545,0
H2CO07204,"REICHERT, TIM",O,2,REP,1585826.05,0,1585826.05,0,0,0,0,1000000,0,442000,0,0,561626.05,CO,07,,,,,,24000,0,09/30/2022,121800,0
H2CO07212,"DEMPSEY, BRAD",O,2,REP,267082.09,0,263796.72,0,0,11772.61,8424.09,115000,0,0,0,115000,143658,CO,07,,,,,,0,0,09/30/2022,138008,5
H2CO08020,"CARAVEO, YADIRA",O,1,DEM,2671489.69,107207.72,2088696.62,0,0,582793.07,0,0,0,0,0,0,2123686.64,CO,08,,,,,,435160.38,3005.67,09/30/2022,16559.84,6000
H2CO08038,"TEDESCO, CHAZ",O,1,DEM,256662.17,0,231649.95,0,0,25012.22,0,0,0,0,0,44007.85,205390.33,CO,08,,,,,,46900,0,09/30/2022,33846,2500
H2CO08087,"HUMPHREY, JOHNNY",O,1,DEM,14478.25,0,14471.92,0,100,9.1,1677.73,0,0,0,0,0,12800.52,CO,08,,,,,,0,0,04/15/2022,1500,0
H2CO08137,"DOUGLAS, STEVE DOUGLAS",O,1,DEM,6705.37,0,5554.88,0,0,1150.49,0,2780.37,0,0,0,2780.37,3925,CO,08,,,,,,0,0,09/30/2022,0,0
H2CO08012,"GRAY, GIULIANNA",O,2,REP,56884.77,0,56884.77,0,0,0,1025,20000,0,16227.94,0,0,35709.77,CO,08,,,,,,0,0,07/15/2022,395,0
H2CO08061,"SAINE, LORI A",O,2,REP,371173.1,17002.53,365859.65,0,0,5313.45,5837.35,130000,0,130000,0,0,212833.22,CO,08,,,,,,5500,0,09/30/2022,50200,0
H2CO08079,"KIRKMEYER, BARBARA",O,2,REP,1135642.73,162574.29,823225.37,69126.87,0,312417.36,2628.04,5000,40,5040,0,0,718680.81,CO,08,,,,,,245719.59,1000,09/30/2022,7400,0
H2CO08095,"KULMANN, JANIFER SUZANNE",O,2,REP,499430.44,0,499430.44,0,0,0,50917.42,0,0,0,0,0,431013.02,CO,08,,,,,,17500,0,08/03/2022,55679.27,5000
H2CO08103,"ALLCORN, TYLER",O,2,REP,357200.13,0,357200.13,0,0,0,0,161767,0,70274,0,91493,174433.13,CO,08,,,,,,16000,0,09/30/2022,39305,0
H2CO08145,"LONG, TIMOTHY LOUIS",O,3,UN,9621.75,0,7401.14,0,100,2320.61,1968.75,1600,0,0,0,1700,3900,CO,08,,,,,,0,0,09/30/2022,0,0
H2CT01197,"LEGNANI, ANDREW JOSEPH",C,1,DEM,3290,0,4194.48,0,95,0,180,0,0,0,0,0,3110,CT,01,,,,,,0,0,10/15/2021,110,0
H2CT01205,"HREZI, MUAD",C,1,DEM,558427.23,0,485213.96,0,0,73213.27,0,0,0,0,0,0,551206.68,CT,01,,,,,,4000,0,06/30/2022,2000,1000
H8CT01046,"LARSON, JOHN B",I,1,DEM,1714864.8,0,1606168.31,0,422375.23,526071.72,0,0,0,0,0,11992.27,575901.67,CT,01,,,,,,1130635,0,09/30/2022,30095,64975
H0CT01126,"FAY, MARY",C,2,REP,0,0,1718.28,0,1718.28,-1481.49,0,0,0,0,0,0,0,CT,01,,,,,,0,0,09/30/2021,0,0
H0CT01134,"GRIFFIN, JIM",C,2,REP,4210,0,1874.3,0,151.75,2487.45,0,0,0,0,0,13550.62,4210,CT,01,,,,,,0,0,09/30/2022,0,0
H2CT01213,"LAZOR, LAWRENCE ZIDOVSKY DR",C,2,REP,174047.21,0,127016.15,2625,0,47031.06,0,54000,0,0,0,54000,113947.21,CT,01,,,,,,6100,0,09/30/2022,3900,0
H8CT01111,"VISCONTI, JOSEPH B",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CT,01,,,,,,0,0,06/30/2022,0,0
H2CT02112,"COURTNEY, JOSEPH",I,1,DEM,1757741.64,36025,1301336.36,0,715812.69,1172217.97,0,0,0,0,0,0,799083.06,CT,02,,,,,,904075.53,753.07,09/30/2022,5800,6332.75
H2CT02179,"DILIZIA, ANTHONY ADELINO MR.",C,1,DEM,4517,0,4517,0,0,0,2111.17,0,0,0,0,0,2405.83,CT,02,,,,,,0,0,06/13/2022,0,0
H0CT02207,"ANDERSON, JUSTIN",C,2,REP,0,0,1460.29,0,1460.29,0,0,0,0,1460.29,0,0,0,CT,02,,,,,,0,0,06/30/2021,0,0
H2CT02161,"FRANCE, MIKE",C,2,REP,750890.86,22005.34,580570.84,13030.55,0,170320.02,0,20000,0,0,0,26445.74,591042.77,CT,02,,,,,,108387.75,7000,09/30/2022,22480,0
H0CT03072,"DELAURO, ROSA L",I,1,DEM,1930462.97,0,1246436.5,0,159728.33,843754.8,0,0,0,0,0,0,1137324.99,CT,03,,,,,,792330,0,09/30/2022,31213.34,2500
H0CT03106,"LABRIOLA, JERRY JR.",C,2,REP,0,0,0,0,11430,11430,0,0,0,0,0,35650,0,CT,03,,,,,,0,0,06/30/2021,0,0
H0CT03155,"STREICKER, MARGARET",C,2,REP,0,0,1599.75,0,3695.31,2095.56,0,0,0,0,0,195609.74,0,CT,03,,,,,,0,0,09/30/2022,0,0
H2CT03110,"DENARDIS, LESLEY",C,2,REP,37752.86,0,32898.13,0,0,4854.73,150,0,0,0,0,0,37502.86,CT,03,,,,,,100,0,09/30/2022,0,0
H0CT03163,"PAGLINO, JUSTIN COBB DR MD, PHD",C,3,GRE,13158.61,0,12814.41,0,529.17,873.37,61.97,8000,0,100,0,31400,4802.34,CT,03,,,,,,0,0,09/30/2022,0,0
H2CT03102,"CHAI, AMY FOGELSTROM DR",C,3,LIB,13350,0,12890.5,0,0,-1251,11900,0,0,0,0,0,1450,CT,03,,,,,,0,0,09/30/2022,0,0
H8CT04172,"HIMES, JIM",I,1,DEM,1550077.43,0,1282847.99,0,1823199.61,2090429.05,0,0,0,0,0,0,655307.47,CT,04,,,,,,810460.8,0,09/30/2022,24240,5600
H0CT04229,"GOLDSTEIN, MICHAEL",C,2,REP,235869.17,0,34110.06,0,0,201759.11,13530.67,200900,0,0,0,200900,21438.5,CT,04,,,,,,0,0,09/30/2022,0,0
H2CT04134,"STEVENSON, JAYME MRS.",C,2,REP,501805.9,0,265193.1,0,0,236612.8,0,175000,0,0,0,193000,325955.9,CT,04,,,,,,100,0,09/30/2022,0,0
H8CT04057,"SHAYS, CHRISTOPHER",I,2,REP,19816.87,0,225,0,1780.3,21372.17,0,0,0,0,0,231044.09,0,CT,04,,,,,,0,0,09/30/2022,0,0
H2CT05123,"ROBERTI, DANIEL FRANCIS",O,1,DEM,3045,0,3040.95,0,64.37,68.42,3045,0,0,0,0,458211.74,0,CT,05,,,,,,0,0,09/30/2022,0,0
H2CT05131,"ESTY, ELIZABETH",I,1,DEM,658.23,0,11770.73,0,548987.17,537874.67,0,0,0,0,0,0,0,CT,05,,,,,,0,0,09/30/2022,0,0
H2CT05248,"FURZE, MARCUS",C,1,DEM,6501.43,0,1351.43,0,0,5150,0,5000,0,0,0,5000,1501.43,CT,05,,,,,,0,0,09/30/2022,0,0
H8CT05195,"GLASSMAN, MARY",O,1,DEM,0,0,0,0,14066.68,14066.68,0,0,0,0,0,81097.88,0,CT,05,,,,,,0,0,09/30/2022,0,0
H8CT05245,"HAYES, JAHANA",I,1,DEM,2295314.6,115777.15,1766098.62,0,1029607.42,1558823.4,0,0,0,0,0,0,1350497.11,CT,05,,,,,,819728.71,7624.38,09/30/2022,38706.49,1500
H8CT05252,"KULA, SHANNON",O,1,DEM,0,0,157.5,0,1245.83,1088.33,0,0,0,0,0,71300,0,CT,05,,,,,,0,0,09/30/2022,0,0
H0CT05200,"SULLIVAN, DAVID XAVIER",C,2,REP,750,0,774.88,0,24.88,0,0,0,0,478.4,0,0,750,CT,05,,,,,,0,0,06/30/2021,0,0
H2CT05222,"LOGAN, GEORGE S",C,2,REP,834642.69,45719.25,587471.16,16984.63,0,247171.53,0,0,0,0,0,0,702324.44,CT,05,,,,,,75350,11249,09/30/2022,36556,0
H2CT05230,"BOTELHO, MICHELLE L",C,2,REP,5909.45,0,2809.26,0,0,3100.19,600,0,0,0,0,0,5309.45,CT,05,,,,,,0,0,04/15/2022,0,0
H8CT06037,"GRIFFIN, JAMES LEONARD",,1,DEM,0,0,151.75,0,151.75,0,0,0,0,0,0,.62,0,CT,06,,,,,,0,0,03/31/2021,0,0
H0DC00058,"NORTON, ELEANOR HOLMES",I,1,DEM,220919.87,0,276041.99,0,97629.04,42506.92,0,0,0,0,0,0,55655.71,DC,00,,,,,,165000,0,09/30/2022,2702,0
H2DC01011,"HAMILTON, WENDY REV",C,1,DEM,48065.53,0,50532.49,0,4454.85,1987.89,0,0,0,0,0,0,43026.78,DC,00,,,,,,1000,0,09/30/2022,0,0
H2DC01029,"WILLIAMS, KELLY MIKEL",C,1,DEM,27814.41,0,22702.73,0,0,5111.68,7448.41,4890,0,0,0,9773.41,15476,DC,00,,,,,,0,0,09/30/2022,0,0
H2DC01060,"MAJORS, BRUCE POWELL MR.",C,3,LIB,1929.25,0,1929.25,0,0,0,0,1929.25,0,0,0,1929.25,0,DC,00,,,,,,0,0,08/22/2022,0,0
H0DE01017,"CARNEY, JOHN",I,1,DEM,0,0,7.56,0,732.92,725.36,0,0,0,0,0,0,0,DE,00,,,,,,0,0,09/30/2022,0,0
H6DE00206,"BLUNT ROCHESTER, LISA",I,1,DEM,2623744.15,23500,1826817.45,0,963765.53,1760692.23,0,0,0,60600,0,346040.12,1365205.4,DE,00,,,,,,1227000,1000,09/30/2022,7655.5,5250
H2DE01039,"HILL, CHRISTOPHER BROOKS MR.",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,00,,,,,,0,0,09/30/2021,0,0
H8DE01044,"MURPHY, LEE",C,2,REP,288544.6,0,259035.92,0,50,29559.08,0,0,0,0,0,0,279419.6,DE,00,,,,,,0,9125,09/30/2022,0,0
H2FL00318,"CORDOVA, VINCENT DEAN MR JR",C,3,NPA,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,00,,,,,,0,0,09/30/2022,0,0
H2FL01233,"JONES, REBEKAH",C,1,DEM,830301.18,0,818826.4,0,0,11474.78,0,169650,0,35500,0,149150,649496,FL,01,,,,,,5000,0,09/30/2022,6450,0
H2FL01258,"SCHILLER, MARGARET ANN MS",C,1,DEM,41992.06,0,40994.16,500,0,997.9,25.8,3124.2,0,0,0,8405.46,38842.06,FL,01,,,,,,0,0,09/30/2022,0,0
H8FL01107,"EHR, PHILLIP CHARLES",C,1,DEM,19032.13,0,138060.28,0,124648.01,5619.86,0,0,0,0,0,0,18730.64,FL,01,,,,,,0,0,12/31/2021,3119.2,0
H0FL01146,"MERK, GREGORY CHARLES CHARLES",C,2,REP,11000,0,10440,0,0,0,0,11000,0,0,0,0,0,FL,01,,,,,,0,0,08/03/2022,0,0
H2FL01241,"JONES, BRYAN CHRISTOPHER",C,2,REP,103213.42,0,103213.42,0,0,0,0,0,0,0,0,0,102702,FL,01,,,,,,500,0,09/30/2022,100,0
H2FL01282,"LOMBARDO, MARK",C,2,REP,789690,0,789690,0,0,0,0,740000,0,1140.72,0,0,46190,FL,01,,,,,,0,3500,09/30/2022,2700,0
H6FL01119,"GAETZ, MATT",I,2,REP,6254664.52,0,7203411.5,168922.33,1605825.86,657078.88,0,0,0,0,0,0,6085864.61,FL,01,,,,,,10000,0,09/30/2022,178377.4,5000
H6FL01143,"MILLS, RALPH JOHN III",C,2,REP,4700,0,5372.26,0,783.17,110.91,0,4700,0,0,0,69669.49,0,FL,01,,,,,,0,0,09/30/2022,0,0
H0FL01153,"ORAM, ALBERT",C,3,NPA,0,0,1038.5,0,1038.5,0,0,0,0,0,0,0,0,FL,01,,,,,,0,0,10/15/2022,1038.5,0
H0FL02086,"LAWSON, ALFRED JR",I,1,DEM,596834.08,0,525880.08,0,167391.59,238345.59,0,0,0,0,0,0,217554.96,FL,02,,,,,,377300,0,09/30/2022,1250,0
H6FL02208,"DUNN, NEAL PATRICK MD, FACS",I,2,REP,1588780.84,65174.9,1187771.77,0,402062.65,803071.72,0,0,0,0,0,303284.27,1014429.83,FL,02,,,,,,472250.01,0,09/30/2022,20350,.01
H2FL02140,"BROOKS, LINDA SUSAN MS.",C,3,NPA,131433.96,0,131149.47,0,0,337.59,7093,107550,0,98706.64,0,4214.58,0,FL,02,,,,,,0,0,10/19/2022,0,0
H0FL03183,"CHRISTENSEN, ADAM J",O,1,DEM,0,0,903.5,0,43480.68,42572.18,0,0,0,0,0,0,0,FL,03,,,,,,0,0,06/30/2021,0,0
H2FL03163,"HAWK, DANIELLE NICOLE",C,1,DEM,57841.38,0,15897.32,0,0,41944.06,0,0,0,0,0,0,57832.2,FL,03,,,,,,0,0,09/30/2022,0,0
H8FL03020,"WELLS, TOM BECKWITH DR.",C,1,DEM,27553.15,0,26727.49,0,708.79,1534.45,0,26350,0,0,0,29450,1203.15,FL,03,,,,,,0,0,08/03/2022,54.8,0
H0FL03118,"BLACK, DEAN A",C,2,REP,20724.85,0,20730.12,0,5.27,0,0,20724.85,0,0,300,0,0,FL,03,,,,,,0,0,05/25/2021,0,0
H0FL03159,"WELLS, AMY POPE",O,2,REP,35,0,1690.47,0,1655.47,0,0,0,0,0,0,27202.3,35,FL,03,,,,,,0,0,12/31/2021,0,0
H0FL03175,"CAMMACK, KAT",I,2,REP,2149661.97,462912.37,1766500.12,0,31853.47,415015.32,0,0,0,40000,0,0,1099516.17,FL,03,,,,,,585850.01,0,09/30/2022,7730.57,8924.93
H0FL03209,"ST. GEORGE, JAMES",O,2,REP,60,0,0,0,1768.72,1828.72,0,0,0,0,0,370034.1,0,FL,03,,,,,,0,0,09/30/2022,0,0
H0FL03233,"CHAMBERLIN, RYAN MR.",O,2,REP,1031.2,0,3346.25,0,2315.05,0,0,1031.2,0,100,0,0,0,FL,03,,,,,,0,0,07/14/2022,2800,0
H0FL03258,"ENGELBRECHT, CHARLES WILLIAM MR",O,2,REP,0,0,2453.75,0,2453.75,0,0,0,0,0,0,70100,0,FL,03,,,,,,0,0,05/04/2021,0,0
H0FL03266,"THEUS, DAVID",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,03,,,,,,0,0,03/31/2022,0,0
H0FL03282,"MILLADO, JOE DALLAS",O,2,REP,2360,0,1954.92,0,112.42,602.62,290,0,0,0,0,0,2070,FL,03,,,,,,0,0,09/30/2022,0,0
H2FL03189,"WATERS, JUSTIN JAMES MR.",C,2,REP,15894,0,15894,0,0,0,1804,0,0,0,0,0,14090,FL,03,,,,,,0,0,10/02/2022,0,0
H2FL03197,"ASENSIO, MANUEL P",C,2,REP,100442.06,0,44645.18,0,0,55796.88,97500,0,0,0,0,0,2543.06,FL,03,,,,,,0,0,08/03/2022,0,0
H2FL06109,"YOHO, THEODORE SCOTT",I,2,REP,518.11,0,49951.85,0,49433.74,0,0,0,0,0,0,0,0,FL,03,,,,,,0,0,03/31/2021,0,-250
H8FL03046,"SAPP, JUDSON",O,2,REP,0,0,7400,0,8224.57,824.57,0,0,0,0,0,286567.41,0,FL,03,,,,,,0,0,09/30/2022,400,0
H8FL06056,"STEARNS, CLIFFORD B.",C,2,REP,-48207.34,0,725940.19,0,1404845.3,630697.77,0,0,0,0,0,0,0,FL,03,,,,,,0,0,09/30/2022,0,0
H2FL04195,"HILL, ANTHONY TONY",C,1,DEM,60104.39,0,24896.32,0,0,35208.07,25,0,0,0,0,0,47079.39,FL,04,,,,,,13000,0,09/30/2022,0,0
H6FL05193,"HOLLOWAY, LASHONDA J",C,1,DEM,9314.1,0,0,0,0,9314.1,0,0,0,0,0,0,9314.1,FL,04,,,,,,0,0,09/30/2022,0,0
H0FL04140,"AGUILAR, ERICK JAVIER",C,2,REP,1255379.18,41800,822308.28,81800,1002.39,434073.29,450200,0,0,0,0,345047.18,758379.18,FL,04,,,,,,5000,0,09/30/2022,235770.53,0
H2FL04187,"FISCHER, JASON",C,2,REP,52201,0,52201,0,0,0,0,0,0,0,0,0,52201,FL,04,,,,,,0,0,08/31/2022,0,0
H2FL04211,"BEAN, AARON P.",C,2,REP,890717.55,29299.55,564790.55,13137.34,0,325927,0,0,0,0,0,7500,632418,FL,04,,,,,,224000,5000,09/30/2022,0,0
H2FL05200,"CHUBA, JON",C,2,REP,17053.44,0,17053.44,0,0,0,3500,0,0,0,0,0,13553.44,FL,04,,,,,,0,0,10/02/2022,0,0
H0FL04033,"PUESCHEL, DEBORAH KATZ",O,3,W,0,0,0,0,698.07,698.07,0,0,0,0,0,0,0,FL,04,,,,,,0,0,12/31/2022,0,0
H8FL05140,"BROWN, ALVIN",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,05,,,,,,0,0,06/30/2022,0,0
H2FL04146,"GARNER-LOPEZ, LEIGHA LUNA",C,2,REP,53796.39,0,53394.1,0,0,402.29,3361.23,10440,0,0,0,10440,39727.9,FL,05,,,,,,0,0,09/30/2022,661.92,0
H2FL04203,"MACIE, MARA HEATHER",C,2,REP,24304.55,0,21326.11,0,0,2978.44,0,1560.27,0,1560.27,0,0,22742.88,FL,05,,,,,,0,0,09/30/2022,2100,0
H6FL04105,"RUTHERFORD, JOHN",I,2,REP,713380.63,136224.52,551875.5,48000,106937.24,268442.37,0,0,0,0,0,0,224711.11,FL,05,,,,,,349445,0,09/30/2022,0,0
H0FL06111,"THRIPP, RICHARD",C,1,DEM,6452,0,7369.87,0,984.58,66.71,220,3500,0,3500,0,17000,2732,FL,06,,,,,,0,0,09/30/2022,0,0
H8FL06098,"SODERBERG, NANCY",O,1,DEM,0,0,1791.4,0,16016.2,14224.8,0,0,0,0,0,197619.58,0,FL,06,,,,,,0,0,09/30/2022,0,0
H6FL06118,"GALLOWAY, G.G.",C,2,REP,0,0,0,0,4801.61,4801.61,0,0,0,0,0,25922.46,0,FL,06,,,,,,0,0,09/30/2022,0,0
H8FL06148,"WALTZ, MICHAEL",I,2,REP,2944418.17,229769.97,2663216.7,0,884460.11,1165661.58,0,0,0,180000,0,0,2194827.82,FL,06,,,,,,490150,500,09/30/2022,22725.02,1000
H2FL07230,"PASTRANA, ALLEK",O,1,DEM,14695.31,0,12585.71,0,23,2132.6,0,10000,0,0,0,10000,4695.31,FL,07,,,,,,0,0,06/30/2022,0,0
H2FL07255,"KRULICK, AL MR.",O,1,DEM,18789,0,18576.83,0,0,-406.69,0,4400,0,0,0,2400,14389,FL,07,,,,,,0,0,09/30/2022,0,0
H2FL07289,"FERNANDEZ, HLSIA TATIANA",O,1,DEM,17325,0,14074.31,0,0,3250.69,0,17000,0,0,0,17000,325,FL,07,,,,,,0,0,09/30/2022,0,0
H2FL08139,"GREEN, KAREN REV. DR.",O,1,DEM,27715.75,0,30707.78,0,0,-2992.03,0,12026,0,0,0,12026,15689.75,FL,07,,,,,,0,0,08/03/2022,0,0
H6FL07140,"MURPHY, STEPHANIE",I,1,DEM,1568438.69,25686.46,1547640.93,0,1412016.76,1432814.52,0,0,0,0,0,0,611072.23,FL,07,,,,,,931680,0,09/30/2022,323050,133500
H0FL07143,"VALENTIN, LEO",C,2,REP,61.82,0,17076.15,0,17109.73,95.4,0,0,0,0,0,210001,61.82,FL,07,,,,,,0,0,09/30/2022,2500,0
H0FL07150,"ZHAO, YUKONG",C,2,REP,20,0,2956.67,0,2936.67,0,0,0,0,2771.62,0,12228.38,20,FL,07,,,,,,0,0,02/19/2021,200,0
H0FL07184,"JACKSON, SEAN",C,2,REP,0,0,2350,0,22553.02,20203.02,0,0,0,0,0,0,0,FL,07,,,,,,0,0,09/30/2022,0,0
H2FL07149,"LIGGETT, JEREMY",O,2,REP,28762.38,0,28762.38,0,0,0,500,0,0,0,0,0,28258.38,FL,07,,,,,,0,0,06/30/2022,1375,0
